report_number,crash_year,crash_date_time,first_harmful_event,total_number_of_vehicles,total_number_of_persons,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,first_harmful_event,harmful_event_location,other1,tallahassee_democrat,wtxl
89139928,2019,2019-04-04 17:50,14,2,2,BRIGHTON RD,,30.417302,-84.271407,265,,S,WALLIS ST,,3,14,1,EC2,,
88092909,2019,2019-04-04 18:32,14,2,2,STATE ROAD 20 (BLOUNTSTOWN HWY),,30.403,-84.57151,,0.1,E,WHIPPORWILL WAY,,3,14,1,EC2,,
88109680,2019,2019-04-04 18:52,32,1,1,STATE ROAD 263 (CAPITAL CIRCLE NW),,30.5203272991405,-84.3656862295574,300,,S,WOODLANE CIR,,3,32,2,EC2,,
87505364,2019,2019-04-04 20:10,15,2,1,Ocala Rd,800,,,0,,,,,9,15,2,EC2,,
89139931,2019,2019-04-04 21:02,14,2,2,Capital Circle NW,,30.479884,-84.363309,231,,S,W I-10,,3,14,1,EC2,,
89125683,2019,2019-04-04 21:23,14,2,1,Wahnish Way,,30.42345278,-84.28968889,30,,S,OKALOOSA STREET,,5,14,8,EC2,,
89139932,2019,2019-04-04 22:00,14,2,2,Ocala Rd,,30.449998,-84.317003,290,,N,W TENNESSEE ST,,5,14,1,EC2,,
89139933,2019,2019-04-04 22:32,14,2,2,KENNEDY DR,,30.412571,-84.311859,,,,W LAKE BRADFORD RD,,5,14,1,EC2,,
89139935,2019,2019-04-04 23:33,14,2,2,W Tennessee St,,30.444749,-84.288422,,,,N MACOMB ST,,3,14,1,EC2,,
88092910,2019,2019-04-04 23:38,1,1,2,INTERSTATE 10 (STATE ROAD 8),,30.50174,-84.25136,,0.3,W,STATE ROAD 61,,1,1,2,EC2,,
89139898,2019,2019-04-04 23:45,14,2,1,W Orange Ave,,30.41257,-84.289751,,,,WAHNISH WAY,,5,14,1,EC2,,
88109681,2019,2019-04-05 01:15,14,2,4,N MONROE STREET (STATE ROAD 63),,30.5032880129016,-84.3295482597957,50,,N,CROWDER ROAD,,3,14,1,EC2,,
89139966,2019,2019-04-05 05:13,14,3,3,W Orange Ave,,30.41252,-84.284264,379,,W,S ADAMS ST,,5,14,1,EC2,,
87505314,2019,2019-04-05 06:55,23,1,1,BENJAMIN CHAIRES RD,,,,500,,S,IRISH OAKS LN,,5,23,2,EC2,,
88102364,2019,2019-04-05 07:15,14,2,2,US HIGHWAY 319,,30.57182,-84.20715,,,,LAWTON CHILES LANE,,2,14,1,EC2,,
89140206,2019,2019-04-05 07:20,14,3,5,Thomasville Rd,,30.474894,-84.263736,120,,N,N RIDE,,5,14,1,EC2,,
89139946,2019,2019-04-05 09:34,15,2,1,Capital Circle NE,1875,30.470817,-84.230871,,,,,,9,15,2,EC2,,
89139985,2019,2019-04-05 10:18,14,2,2,I 10,,30.50129,-84.252947,100,,W,THOMASVILLE RD,,5,14,1,EC2,,
89125660,2019,2019-04-05 11:01,14,2,2,GRAVEL PARKING LOT OSCEOLA,,30.42184,-84.28571,500,,S,PINDER STREET / OSCEOLA STREET,,5,14,8,EC2,,
89139949,2019,2019-04-05 11:10,14,2,3,Apalachee Pkwy,,30.438068,-84.279582,,,,S CALHOUN ST,,2,14,1,EC2,,
88592877,2019,2019-04-05 11:25,15,2,2,CALL STREET,,,,100,,E,DEWEY STREET,,5,15,1,EC2,,
89140011,2019,2019-04-05 11:41,14,2,2,W Tharpe St,,30.463563,-84.358404,,,,,,9,14,1,EC2,,
89139940,2019,2019-04-05 11:54,14,2,4,UNNAMED RD,,30.459335,-84.360824,,,,CAPITAL CIR NW,,2,14,1,EC2,,
89139941,2019,2019-04-05 11:57,14,2,2,N Calhoun St,,30.444359,-84.279586,128,,S,E TENNESSEE ST,,5,14,1,EC2,,
89139942,2019,2019-04-05 12:05,14,2,2,S Adams St,,30.441439,-84.281993,146,,S,E PARK AVE,,5,14,1,EC2,,
89139960,2019,2019-04-05 12:30,15,2,1,Apalachee Pkwy,1129,30.436879,-84.265153,,,,,,9,15,2,EC2,,
89139943,2019,2019-04-05 12:48,14,2,4,W Tennessee St,,30.449196,-84.313091,129,,E,HIGH RD,,2,14,1,EC2,,
89139948,2019,2019-04-05 12:50,14,2,1,TORREYA DR,,30.475752,-84.296482,5,,N,N MONROE ST,,5,14,1,EC2,,
89139945,2019,2019-04-05 13:00,14,3,3,W Pensacola St,,30.440435,-84.312875,45,,E,FIFIELD LN,,5,14,1,EC2,,
89139947,2019,2019-04-05 13:03,14,3,3,W Call St,,30.448627,-84.312169,177,,E,W TENNESSEE ST,,5,14,1,EC2,,
87505316,2019,2019-04-05 13:15,5,2,5,Maclay Rd,,,,100,,E,BOBBIN BRK E,,5,5,1,EC2,,
89139950,2019,2019-04-05 13:37,14,2,3,Capital Circle SE,,30.432955,-84.226728,,,,GOVERNORS COURT DR,,2,14,1,EC2,,
88098349,2019,2019-04-05 13:48,14,2,2,STATE ROAD 63 (N. MONROE ST),,30.4421590254036,-84.2806428696082,50,,N,E PARK AVE,,3,14,1,EC2,,
89140205,2019,2019-04-05 13:56,14,2,3,Mahan Dr,,30.46059,-84.226834,258,,E,CAPITAL CIR NE,,5,14,1,EC2,,
89139944,2019,2019-04-05 13:56,14,2,2,High Rd,,30.44918,-84.313456,,,,W TENNESSEE ST,,5,14,1,EC2,,
87505324,2019,2019-04-05 14:04,14,2,2,N Monroe St,,,,0,,,SESSION RD,,3,14,1,EC2,,
89139954,2019,2019-04-05 14:20,14,3,3,Miccosukee Rd,,30.468362,-84.232807,20,,W,MICCOSUKEE COMMONS DR,,5,14,1,EC2,,
89139952,2019,2019-04-05 14:27,14,2,2,STADIUM DR E,,30.436196,-84.301176,179,,E,W GAINES ST,,3,14,1,EC2,,
89139955,2019,2019-04-05 14:54,14,2,4,N Monroe St,,30.485821,-84.31451,143,,E,NORTHMONT DR,,5,14,1,EC2,,
89139957,2019,2019-04-05 15:00,14,2,2,Old Bainbridge Rd,,30.454066,-84.292896,68,,S,SPANISH AVE,,5,14,1,EC2,,
89139951,2019,2019-04-05 15:10,36,1,1,W Tharpe St,,30.465471,-84.330853,166,,E,MARY ELLEN DR,,5,36,2,EC2,,
88056964,2019,2019-04-05 15:30,25,1,1,INTERSTATE-10 (STATE ROAD-8) MM209 EB,,30.4839675453358,-84.157517046112,,0.1,E,UNITED STATES-90,,1,25,2,EC2,,
89139959,2019,2019-04-05 15:33,14,2,2,CENTENNIAL BLVD,,,,,,,WELAUNEE BLVD,,5,14,1,EC2,,
89139962,2019,2019-04-05 15:40,14,2,2,Thomasville Rd,,30.483307,-84.258029,,,,RENAE WAY,,3,14,1,EC2,,
88098350,2019,2019-04-05 16:10,27,1,1,INTERSTATE 10 (STATE ROAD 8),,30.4825646465708,-84.3084956109414,,0.2,W,199 MM,,1,27,3,EC2,,
89139961,2019,2019-04-05 16:17,14,2,2,W Tharpe St,,30.463582,-84.310852,322,,W,SEMINOLE GRAND APARTMENTS,,5,14,1,EC2,,
89139964,2019,2019-04-05 16:30,14,2,3,N Monroe St,,30.483498,-84.311069,,,S,MONROE ST,,3,14,1,EC2,,
87292189,2019,2019-04-05 16:37,9,1,1,INTERSTATE 10 WESTBOUND 196 MM,,30.4783733239897,-84.3481184974322,,1,E,STATE ROAD 263,,1,9,3,EC2,,
87505318,2019,2019-04-05 16:40,14,2,3,Old Bainbridge Rd,,,,0,,,CAPITAL CIR NW,,4,14,1,EC2,,
89139972,2019,2019-04-05 16:50,14,2,2,W Tennessee St,,30.444682,-84.286003,118,,W,N M L KING JR BLVD,,2,14,1,EC2,,
89139971,2019,2019-04-05 17:01,14,2,2,W Orange Ave,,30.412557,-84.290034,77,,W,WAHNISH WAY,,5,14,1,EC2,,
89139969,2019,2019-04-05 17:17,14,3,3,S Magnolia Dr,,30.42821,-84.26192,,,,SARASOTA DR,,5,14,1,EC2,,
89139968,2019,2019-04-05 17:29,24,1,1,FLORAL ST,822,30.427654,-84.296288,,,,HOLTON ST,,5,24,10,EC2,,
89139967,2019,2019-04-05 17:32,14,2,6,W Gaines St,,30.435509,-84.284164,56,,E,S BRONOUGH ST,,5,14,1,EC2,,
87292190,2019,2019-04-05 17:43,9,2,2,INTERSTATE 10 EB 197 MM,,30.47814,-84.34673,,1,W,OLD BAINBRIDGE ROAD,,1,9,1,EC2,,
87505317,2019,2019-04-05 18:04,32,1,1,FLICKER RD,,30.31155,-84.288847,830,,W,WARBLER DR,,5,32,2,EC2,,
89139970,2019,2019-04-05 18:36,14,2,5,Apalachee Pkwy,,30.428022,-84.216368,,,,IDLEWILD DR,,5,14,1,EC2,,
87505319,2019,2019-04-05 19:45,15,2,1,Woodville Hwy,8054,,,0,,,,,9,15,8,EC2,,
89139937,2019,2019-04-05 21:00,14,2,2,N Meridian Rd,,30.474541,-84.277231,,,,JOHN KNOX RD,,5,14,1,EC2,,
87505320,2019,2019-04-05 21:00,43,1,1,CATHEDRAL DR,2775,,,0,,,,,5,43,2,EC2,,
89139973,2019,2019-04-05 21:56,14,2,2,Crawfordville Rd,,30.395426,-84.282701,216,,N,WILSON GREEN BLVD,,5,14,1,EC2,,
89139936,2019,2019-04-05 23:30,32,1,1,Blair Stone Rd,,30.403688,-84.245285,1544,,S,PAUL RUSSELL RD,,5,32,4,EC2,,
89139974,2019,2019-04-06 00:02,15,2,1,W Gaines St,530,30.435793,-84.289553,,,,,,9,15,2,EC2,,
89139977,2019,2019-04-06 11:07,14,2,4,N Monroe St,,30.468861,-84.286917,,,,MARIANA DR,,2,14,1,EC2,,
89139989,2019,2019-04-06 11:13,14,2,3,TERRACE ST,,30.456246,-84.269803,13,,S,E 6TH AVE,,5,14,1,EC2,,
89139976,2019,2019-04-06 11:15,14,2,2,S Magnolia Dr,,30.435102,-84.261779,170,,S,E LAFAYETTE ST,,5,14,1,EC2,,
89139979,2019,2019-04-06 11:39,14,2,4,Killearn Center Blvd,2305,30.503497,-84.243126,,,,,,9,14,8,EC2,,
89140006,2019,2019-04-06 11:49,39,1,2,Timberlane Rd,1415,30.504468,-84.254602,,,,,,9,39,2,EC2,,
89139982,2019,2019-04-06 12:10,14,2,3,W Madison St,,30.436609,-84.284333,,,,S BRONOUGH ST,,5,14,1,EC2,,
89139980,2019,2019-04-06 12:19,14,2,5,Thomasville Rd,,30.51479,-84.242539,466,,N,TALLAHASSEE DR,,3,14,1,EC2,,
89139984,2019,2019-04-06 12:20,14,2,2,Centerville Rd,,30.473351,-84.244195,132,,W,N BLAIR STONE RD,,5,14,1,EC2,,
89139978,2019,2019-04-06 12:30,7,1,1,E Magnolia Dr,,30.419979,-84.270012,351,,W,COUNTRY CLUB DR,,5,7,1,EC2,,
89139981,2019,2019-04-06 12:40,14,2,7,W Tennessee St,,30.444764,-84.285611,,,E,N M L KING JR BLVD,,2,14,1,EC2,,
89139983,2019,2019-04-06 12:56,14,2,4,Apalachee Pkwy,,30.432033,-84.248814,230,,E,BLAIR STONE RD,,5,14,1,EC2,,
88056965,2019,2019-04-06 13:40,14,2,2,UNITED STATES-27 (APALACHEE PARKWAY),,30.4272911969842,-84.2276919856906,25,,W,UNITED STATES-319 (CAPITAL CIRCLE).1,,2,14,1,EC2,,
89139987,2019,2019-04-06 13:56,14,2,10,S Bronough St,,30.435951,-84.284349,157,,N,W GAINES ST,,5,14,1,EC2,,
89139986,2019,2019-04-06 14:36,14,2,3,E Orange Ave,,30.41259,-84.279948,216,,E,S MONROE ST,,5,14,1,EC2,,
88098351,2019,2019-04-06 14:50,15,2,2,U.S. 27 (STATE ROAD 63),,30.5323045446787,-84.3619139848815,50,,N,STATE ROAD 263,,2,15,1,EC2,,
89139988,2019,2019-04-06 14:58,39,1,1,Thomasville Rd,1806,30.464142,-84.272148,,,,,,9,39,8,EC2,,
89140007,2019,2019-04-06 15:11,14,2,4,Capital Circle NE,2247,30.48085,-84.236138,,,,,,9,14,2,EC2,,
87505321,2019,2019-04-06 15:50,14,2,3,W Pensacola St,,30.435328,-84.352698,0,,,CAPITAL CIR SW,,5,14,1,EC2,,
89139990,2019,2019-04-06 16:21,14,2,4,Centerville Rd,,,,,,,KILLALA WAY,,5,14,1,EC2,,
89139991,2019,2019-04-06 16:38,14,2,4,N Blair Stone Rd,,30.443038,-84.249576,440,,N,BLAIR STONE RD,,5,14,1,EC2,,
89139996,2019,2019-04-06 17:31,14,2,4,POLK DR,,30.413601,-84.282862,,,,S ADAMS ST,,5,14,1,EC2,,
87505328,2019,2019-04-06 18:32,14,2,3,Woodville Hwy,,,,0,,,CAPITAL CIR SE,,5,14,1,EC2,,
87505323,2019,2019-04-06 19:00,14,2,3,Mahan Dr,,,,100,,W,WALDEN RD,,3,14,1,EC2,,
87505326,2019,2019-04-06 19:15,14,2,2,SHADOWWOOD DR,2516,,,0,,,,,5,14,1,EC2,,
89139992,2019,2019-04-06 19:40,14,2,4,N Monroe St,,30.444872,-84.2807,63,,N,E TENNESSEE ST,,2,14,1,EC2,,
88056966,2019,2019-04-06 20:20,14,2,2,UNITED STATES-27,,30.5024282898374,-84.3292805778937,,0.1,N,FRED GEORGE ROAD,,2,14,1,EC2,,
89140015,2019,2019-04-06 20:52,14,2,1,N Ridge Rd,3195,,,,,,,,9,14,1,EC2,,
89139994,2019,2019-04-06 21:14,14,2,4,E MADISON ST,,30.436591,-84.280709,,,,S MONROE ST,,5,14,1,EC2,,
88592878,2019,2019-04-06 21:14,14,2,5,W St Augustine St,1001,,,,,,,,9,14,8,EC2,,
89139975,2019,2019-04-06 21:40,14,2,4,Capital Circle SW,5032,30.373956,-84.292915,,,,CRAWFORDVILLE HWY,,5,14,8,EC2,,
89139993,2019,2019-04-06 22:06,13,1,1,E Magnolia Dr,,30.419945,-84.276224,,,,GOLF TERRACE DR,,5,13,1,EC2,,
89140000,2019,2019-04-06 22:10,37,1,5,W Madison St,601,30.436429,-84.291078,,,,,,9,37,2,EC2,,
88109682,2019,2019-04-06 22:40,14,2,2,CAPITOLA ROAD,,30.4682636513711,-84.0637265319407,60,,E,BUCK LAKE ROAD,,77,14,2,EC2,,
89139997,2019,2019-04-06 22:40,14,2,2,E Orange Ave,,30.412567,-84.282763,,,,S ADAMS ST,,5,14,1,EC2,,
89139995,2019,2019-04-06 22:53,14,2,5,N Duval St,,30.445792,-84.283091,,,,W VIRGINIA ST,,5,14,1,EC2,,
89139998,2019,2019-04-07 00:14,14,2,2,PIEDMONT DR,,30.487494,-84.277275,,,,N MERIDIAN RD,,5,14,1,EC2,,
89140002,2019,2019-04-07 00:43,15,2,2,W Tennessee St,1813,30.448791,-84.312124,,,,,,9,15,8,EC2,,
89140001,2019,2019-04-07 03:23,14,2,5,Ocala Rd,,30.445084,-84.317054,90,,S,HERITAGE GROVE CIR,,5,14,1,EC2,,
89140005,2019,2019-04-07 07:35,14,2,3,WILSON AVE,,30.449452,-84.273398,,,,MICCOSUKEE RD,,5,14,1,EC2,,
89140012,2019,2019-04-07 08:14,36,1,2,CHESTWOOD AVE,,30.471274,-84.303054,277,,E,TANGLEWOOD TER,,5,36,1,EC2,,
89140004,2019,2019-04-07 09:11,15,2,1,5TH AVE W,411,,,,,,,,9,15,1,EC2,,
89140008,2019,2019-04-07 10:39,14,2,5,Thomasville Rd,3488,30.507559,-84.250324,,,,,,9,14,2,EC2,,
89140010,2019,2019-04-07 12:00,14,2,2,N Monroe St,,30.450406,-84.280786,,,,,,9,14,1,EC2,,
89140009,2019,2019-04-07 12:00,14,2,2,W Tennessee St,,30.448952,-84.305382,144,,W,WADSWORTH ST,,2,14,1,EC2,,
89140014,2019,2019-04-07 12:00,39,1,2,Roberts Ave,1795-1809,,,1000,,,IAMONIA ST,,5,39,1,EC2,,
89140013,2019,2019-04-07 14:19,14,2,6,Apalachee Pkwy,,30.437199,-84.262488,,,,,,9,14,1,EC2,,
87505325,2019,2019-04-07 14:59,10,1,2,N Monroe St,3221,30.488696,-84.318041,0,,,,,9,10,8,EC2,,
87505327,2019,2019-04-07 17:50,14,2,4,N Monroe St,,,,0,,,CROWDER RD,,5,14,1,EC2,,
89140016,2019,2019-04-07 17:55,14,2,5,W Tharpe St,,30.463549,-84.317923,,,E,FAIRLANE RD,,3,14,1,EC2,,
89140018,2019,2019-04-07 18:45,24,1,1,N Bronough St,,30.447062,-84.284325,59,,N,W CAROLINA ST,,5,24,1,EC2,,
89140017,2019,2019-04-07 19:12,14,2,6,S FRANKLIN BLVD,,30.437773,-84.276256,23,,N,E LAFAYETTE ST,,5,14,1,EC2,,
89139999,2019,2019-04-07 21:00,14,2,2,W Tharpe St,,30.465395,-84.333702,649,,W,VALLEY GREEN DR,,5,14,1,EC2,,
89140019,2019,2019-04-07 21:12,14,2,3,Old Bainbridge Rd,,30.453697,-84.292604,31,,N,W 4TH AVE,,5,14,1,EC2,,
89140003,2019,2019-04-07 21:30,15,2,1,Capital Circle NE,2107,30.479959,-84.235252,,,,,,9,15,2,EC2,,
89140020,2019,2019-04-07 21:35,15,2,1,DEVRA DR,,30.469992,-84.324016,61,,S,TRAVIS CIR,,5,15,1,EC2,,
87505330,2019,2019-04-08 07:20,14,3,5,LAWTON CHILES LN,,,,75,,N,LAWTON CHILES LN,,4,14,1,EC2,,
88074476,2019,2019-04-08 07:25,14,3,6,STATE ROAD 363,,30.30687,-84.24595,,,,LARCHMONT LANE,,3,14,1,EC2,,
89140022,2019,2019-04-08 07:40,14,2,2,S Magnolia Dr,,30.441745,-84.261759,,,,E PARK AVE,,5,14,1,EC2,,
87505329,2019,2019-04-08 08:05,14,2,1,MUNICIPAL WAY,2825,,,0,,,,,5,14,8,EC2,,
89140023,2019,2019-04-08 08:25,14,2,2,MICCOSUKEE COMMONS DR,,30.468324,-84.232703,,,,MICCOSUKEE RD,,5,14,1,EC2,,
89140024,2019,2019-04-08 08:30,14,2,2,MILL ST,,30.422471,-84.298833,,,,KISSIMMEE ST,,5,14,1,EC2,,
89140025,2019,2019-04-08 08:55,15,2,2,W 7TH AVE,,30.457932,-84.282701,98,,E,N DUVAL ST,,5,15,1,EC2,,
89140039,2019,2019-04-08 09:30,39,2,1,HARTSFIELD CT,2301,30.47221,-84.313129,,,,,,9,39,2,EC2,,
89125693,2019,2019-04-08 10:50,14,2,1,Parking Lot,,30.42752,-84.28512,80,,W,BRONOUGH ST,,5,14,8,EC2,,
88592879,2019,2019-04-08 11:20,14,2,2,CHAMPIONS WAY,282,,,200,,S,W PENSACOLA,,5,14,1,EC2,,
89140026,2019,2019-04-08 11:22,14,2,2,Capital Circle NE,,30.451988,-84.226625,83,,N,EASTERWOOD DR,,5,14,1,EC2,,
87505332,2019,2019-04-08 11:50,14,2,2,N Monroe St,5810,,,0,,,,,5,14,8,EC2,,
87505331,2019,2019-04-08 11:55,18,2,2,Capital Circle SW,,,,0,,,BLOUNTSTOWN HWY,,2,18,1,EC2,,
87505333,2019,2019-04-08 11:59,14,2,2,Jackson Bluff Rd,,,,200,,E,MABRY DR,,5,14,1,EC2,,
88592880,2019,2019-04-08 12:09,36,1,2,SCHOOL HOUSE ROAD,3000,,,200,,E,FOUROAKS,,5,36,1,EC2,,
89125661,2019,2019-04-08 12:20,14,2,1,PARKING GARAGE,,30.42751,-84.29008,,,,WAHNISH WAY / GAMBLE STREET,,5,14,1,EC2,,
89140027,2019,2019-04-08 13:20,39,1,1,Old Bainbridge Rd,,30.463033,-84.298931,117,,W,COMMERCIAL PARK DR,,77,39,2,EC2,,
89140029,2019,2019-04-08 13:43,14,2,4,Thomasville Rd,,30.504863,-84.25098,,,,TIMBERLANE RD,,2,14,1,EC2,,
87505379,2019,2019-04-08 13:45,14,2,2,I-10,,,,0,,,CAPITAL CIR NE,,2,14,1,EC2,,
89140028,2019,2019-04-08 13:51,14,2,2,W Pensacola St,,30.440648,-84.319259,,,,S AUSLEY RD,,5,14,1,EC2,,
89140030,2019,2019-04-08 14:23,14,3,4,Capital Circle NE,,30.495604,-84.245691,963,,S,VILLAGE GREEN WAY,,5,14,1,EC2,,
89140031,2019,2019-04-08 14:36,14,2,3,W Gaines St,,30.435527,-84.287928,152,,E,S MACOMB ST,,5,14,1,EC2,,
89140032,2019,2019-04-08 15:01,14,3,3,Lake Bradford Rd,,30.42982,-84.302247,,,,EPPES DR E,,5,14,1,EC2,,
89140462,2019,2019-04-08 15:23,14,2,2,E 7TH AVE,,30.457227,-84.27492,,,,CHERRY ST,,5,14,1,EC2,,
89140040,2019,2019-04-08 15:29,14,2,6,S Magnolia Dr,,30.437952,-84.26181,185,,S,SIMPSON AVE,,5,14,1,EC2,,
89140044,2019,2019-04-08 15:30,14,2,2,Lafayette St,,,,200,,E,INDIAN HEAD DR E,,5,14,1,EC2,,
89140047,2019,2019-04-08 15:35,14,2,2,Thomasville Rd,,30.513163,-84.243994,195,,N,MACLAY RD,,5,14,1,EC2,,
89140033,2019,2019-04-08 16:07,14,2,6,Thomasville Rd,,30.501564,-84.252385,108,,N,RAYMOND DIEHL RD,,4,14,1,EC2,,
89140041,2019,2019-04-08 16:40,14,2,3,Capital Circle SE,,30.427148,-84.226553,63,,S,APALACHEE PKWY,,3,14,1,EC2,,
89140035,2019,2019-04-08 17:27,14,2,2,E Orange Ave,,30.411728,-84.251881,53,,W,BLAIR STONE RD,,5,14,1,EC2,,
89140037,2019,2019-04-08 18:03,14,2,3,N Monroe St,,30.480641,-84.303982,,,,CALLAWAY RD,,3,14,1,EC2,,
89140038,2019,2019-04-08 18:25,14,2,2,N Monroe St,,30.478635,-84.300154,752,,W,SHARER RD,,3,14,1,EC2,,
89140036,2019,2019-04-08 20:20,14,2,3,N Monroe St,,30.444556,-84.280672,52,,S,E TENNESSEE ST,,2,14,1,EC2,,
88047540,2019,2019-04-08 22:55,18,3,3,US HIGHWAY 319 (CRAWFORDVILLE ROAD),,30.32489,-84.33202,10,,N,OAK RIDGE ROAD,,2,18,1,EC2,,
89140042,2019,2019-04-08 23:02,15,2,1,Mahan Dr,3211,30.461505,-84.222857,,,,,,9,15,8,EC2,,
87511838,2019,2019-04-09 00:00,15,2,0,TCC PARKING LOT A,,30.44542,-84.33878,,,,,,9,15,8,EC2,,
89140070,2019,2019-04-09 01:27,14,2,3,W College Ave,,30.440733,-84.283083,,,,S DUVAL ST,,5,14,1,EC2,,
89125694,2019,2019-04-09 02:20,14,2,2,PALMETTO N 152,,30.41953,-84.28447,,,,ADAMS STREET,,5,14,1,EC2,,
88074477,2019,2019-04-09 06:52,14,2,3,STATE ROAD 61,,30.62759,-84.16976,,,,UNITED STATES HIGHWAY 319,,3,14,1,EC2,,
88060342,2019,2019-04-09 07:05,14,2,3,SB SR 364 (BAUM ROAD),,30.4688271930807,-84.0921565007264,10,,N,TELFORD TRACE ROAD,,3,14,1,EC2,,
87505363,2019,2019-04-09 07:10,32,1,1,WAKULLA SPRINGS RD,,,,0,,,STRAWHILL LN,,4,32,2,EC2,,
89140043,2019,2019-04-09 08:30,14,2,2,N Bronough St,,30.444778,-84.28435,,,,W TENNESSEE ST,,5,14,1,EC2,,
89140045,2019,2019-04-09 09:50,14,2,2,W Tennessee St,,30.449038,-84.307845,39,,W,CONRADI ST,,5,14,1,EC2,,
89140046,2019,2019-04-09 10:25,14,2,2,CONRADI ST,532,30.447886,-84.308028,,,,,,9,14,1,EC2,,
87505339,2019,2019-04-09 10:30,15,2,1,SURGEONS DR,1528,,,0,,,,,5,15,8,EC2,,
87505335,2019,2019-04-09 10:46,14,2,2,Thomasville Rd,6691,,,0,,,,,3,14,8,EC2,,
89140058,2019,2019-04-09 11:46,14,2,2,E Tennessee St,,30.44468,-84.280306,118,,E,N MONROE ST,,5,14,1,EC2,,
89140066,2019,2019-04-09 12:30,15,2,2,W Brevard St,1000,30.449268,-84.303553,,,,,,9,15,8,EC2,,
89140048,2019,2019-04-09 12:31,14,2,2,Thomasville Rd,,30.542392,-84.228199,,,,KERRY FOREST PKWY,,2,14,1,EC2,,
89140050,2019,2019-04-09 12:32,14,2,2,S Duval St,,30.43748,-84.283094,,,,W SAINT AUGUSTINE ST,,5,14,1,EC2,,
89140049,2019,2019-04-09 12:40,14,2,2,Thomasville Rd,5500,30.545591,-84.228278,,,,,,9,14,8,EC2,,
87505358,2019,2019-04-09 13:26,14,2,2,Old Bainbridge Rd,,,,100,,S,SETTING SUN BLVD,,5,14,1,EC2,,
89140051,2019,2019-04-09 13:35,14,2,2,Market St,1380,30.505545,-84.254324,,,,,,9,14,8,EC2,,
87505336,2019,2019-04-09 13:35,18,2,1,BULL HEADLEY RD,8511,,,0,,,,,8,18,8,EC2,,
89140055,2019,2019-04-09 13:43,14,2,2,E Gaines St,,30.435532,-84.279522,,,,S CALHOUN ST,,5,14,1,EC2,,
89140052,2019,2019-04-09 14:09,14,2,2,W Pensacola St,,30.440612,-84.318093,285,,W,S OCALA RD,,5,14,1,EC2,,
89140053,2019,2019-04-09 14:13,14,2,2,Mahan Dr,,30.448021,-84.26149,200,,E,MAGNOLIA DR,,5,14,1,EC2,,
88592881,2019,2019-04-09 14:24,14,2,2,COLLEGIATE LOOP,,,,100,,W,UNIVERSITY WAY,,5,14,1,EC2,,
89140054,2019,2019-04-09 14:47,15,2,1,WILLAMETTE RD,,30.476458,-84.313487,257,,N,SALMON DR,,5,15,1,EC2,,
89140056,2019,2019-04-09 15:21,14,2,2,Mahan Dr,,30.457199,-84.23626,149,,E,RIGGINS RD,,5,14,1,EC2,,
89140057,2019,2019-04-09 15:30,14,2,2,Thomasville Rd,,30.497626,-84.253842,12,,N,LIVE OAK PLANTATION RD,,2,14,1,EC2,,
88074478,2019,2019-04-09 15:32,9,1,1,UNITED STATES HIGHWAY 27,,30.492374420166,-84.3242340087891,,,,TALPECO ROAD,,2,9,2,EC2,,
89140059,2019,2019-04-09 16:00,14,2,2,Thomasville Rd,,30.542423,-84.227916,57,,N,KERRY FOREST PKWY,,5,14,1,EC2,,
89140060,2019,2019-04-09 16:15,14,2,5,Capital Circle NE,,30.494246,-84.244756,564,,N,EASTGATE WAY,,4,14,1,EC2,,
89140062,2019,2019-04-09 16:20,14,2,3,CARE DR,,30.474794,-84.234953,22,,S,CAPITAL CIR NE,,5,14,1,EC2,,
89140061,2019,2019-04-09 17:08,14,3,4,Miccosukee Rd,,30.468187,-84.233054,120,,W,MICCOSUKEE COMMONS DR,,4,14,1,EC2,,
87505337,2019,2019-04-09 17:45,18,1,1,ESTATES RD,,,,0,,,RIDGE RD N,,4,18,1,EC2,,
89140096,2019,2019-04-09 17:55,14,3,3,Miccosukee Rd,,30.449153,-84.273604,40,,N,E BREVARD ST,,4,14,1,EC2,,
89140068,2019,2019-04-09 17:56,14,2,2,Thomasville Rd,3519,30.508853,-84.247088,,,,,,9,14,1,EC2,,
89140067,2019,2019-04-09 18:00,14,2,2,REECE PARK LN,,30.441716,-84.254976,,,,E PARK AVE,,5,14,1,EC2,,
88592883,2019,2019-04-09 18:00,39,2,1,N Woodward Ave,104,,,200,,S,N. WOODWARD AVE & W. TENNESSEE ST,,5,39,8,EC2,,
89140063,2019,2019-04-09 18:36,14,2,2,Blair Stone Rd,,30.402457,-84.234757,,,,CAPITAL CIR SE,,2,14,1,EC2,,
89140065,2019,2019-04-09 18:42,14,2,2,Continental Ave,,30.455471,-84.319473,39,,E,CHEE LN,,5,14,1,EC2,,
89140064,2019,2019-04-09 18:43,14,3,3,Ridge Rd,,30.397617,-84.301929,,,,TOUCAN DR,,5,14,1,EC2,,
88592882,2019,2019-04-09 20:39,14,2,2,UNIVERSITY WAY,714,,,,,E,COLLIGATE LOOP,,5,14,1,EC2,,
89140069,2019,2019-04-09 21:36,14,2,3,Capital Circle NW,,30.463241,-84.361056,,,,W THARPE ST,,5,14,1,EC2,,
